Doculect	Subfamily	ISO	ID	Glottolog	Longitude	Latitude	Concept	Form	Cognate_Class	Comment
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	SKIN	pire	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	SKIN	pire	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	SKIN	pire	1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	SKIN	piruara	1	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	SKY	ɨmambe	C	
Ntogapíd (Itogapúk) †	Ramarana-Purubora	##?	nto	????	-61.66003	-10.452133	SKY	nrawenbé		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	SKY	gear	A	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	SKY	ŋjat	B	
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	SKY	kʷajtpe	0	
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	SKY	kwaipe	8	
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	SKY	garpi		
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	SKY	ŋani	9	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	SKY	pãmpi	7	
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	SKY	itɨma	6	
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	SKY	kapa	D	
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	SKY	kabi	8	
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	SKY	kabi	8	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	SKY	ɨwag	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	SKY	ʔɨwaŋ	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	SKY	ɨwag	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	SKY	ɨwak	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	SKY	ɨwak	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	SKY	iwaŋa	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	SKY	ɨwag	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	SKY	ɨwak	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	SKY	ɨwak	1	
Jiahoi	Tupí-Guaraní	???	dia	diah1239	-62.27	-8.04	SKY	ɨwak	1	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	SKY	ɨwak	1	
Tupi do Machado (Wirafed) †	Tupí-Guaraní	###	wir	????	-61.358125	-12.523397	SKY	ibák	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	SKY	iwã	1	
Anambé of Ehrenreich †	Tupí-Guaraní	??#	ane	anam1251	-50.5	-4.5	SKY	iwa	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	SKY	uwag	1	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	SKY	ɨwa	1	
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	SKY	iwak	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	SKY	ɨwaka	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	SKY	ɨβaka	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	SKY	ɨβaka	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	SKY	waka	1	
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	SKY	terukja	5	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	SKY	ɨβa	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	SKY	ibej	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	SKY	ara	2	
Jorá	Tupí-Guaraní	jor	jor	jora1240	-63.21	-15.75	SKY	un / uwá*	4	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	SKY	ɨva	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	SKY	ɨβaka	1	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	SKY	kreɨʔɨ	3	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	SKY	ara	2	
Chiripá (Ñandeva / Avá-Guarani)	Tupí-Guaraní	nhd	nhd	chir1286	-55.05	-25.65	SKY	ɨwaɨ / arɨ	1 / 	
Apapokuva of Nimuendajú †	Tupí-Guaraní	?#?	apa	????	-54.4528	-23.7325	SKY	ɨwaɨ	1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	SKY	kwaraʃɨ		
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	SLEEP	keta	1	
Ntogapíd (Itogapúk) †	Ramarana-Purubora	##?	nto	????	-61.66003	-10.452133	SLEEP	ker		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	SLEEP	era	1	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	SLEEP	era	1	
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	SLEEP	ʔet	1	
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	SLEEP	et	1	/ Borrowing from Kanoê
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	SLEEP	era	1	
Cinta-Larga	Mondé	cin	cin	cint1239	-60.8312	-10.5879	SLEEP	kere	1	
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	SLEEP	kerè	1	
Mondé	Mondé	mnd	mnd	sala1273	-61.25	-12.0499	SLEEP	ket	1	
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	SLEEP	kere	1	
Matanau †	Mondé	?##	mat	????	-60.682	-5.336	SLEEP	kere	1	ukere
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	SLEEP	kere	1	
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	SLEEP	keer	1	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	SLEEP	kat	1	
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	SLEEP	kad	1	
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	SLEEP	siu	2	
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	SLEEP	iju	2	
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	SLEEP	ʃet	1	
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	SLEEP	ʃet	1	
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	SLEEP	ket	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	SLEEP	tet	1	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	SLEEP	ken	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	SLEEP	ken	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	SLEEP	ker	1	
Tapirapé (Apyãwa)	Tupí-Guaraní	taf	taf	tapi1254	-50.5438	-10.5373	SLEEP	ket	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	SLEEP	ker	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	SLEEP	ker	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	SLEEP	ke	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	SLEEP	kira	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	SLEEP	tʃi	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	SLEEP	ki	1	
Jiahoi	Tupí-Guaraní	???	dia	diah1239	-62.27	-8.04	SLEEP	ki	1	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	SLEEP	tʃira	1	
Tupi do Machado (Wirafed) †	Tupí-Guaraní	###	wir	????	-61.358125	-12.523397	SLEEP	ki	1	
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	SLEEP	ser	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	SLEEP	tʃe	1	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	SLEEP	kere	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	SLEEP	ker	1	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	SLEEP	ke	1	
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	SLEEP	kit	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	SLEEP	ʃer	1	
Anambé	Tupí-Guaraní	aan	aan	anam1249	-49.303	-2.71119	SLEEP	ka	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	SLEEP	ket	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	SLEEP	kɨt	1	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	SLEEP	ker	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	SLEEP	ker	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	SLEEP	kiri	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	SLEEP	kerá	1	
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	SLEEP	kje	1	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	SLEEP	ker	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	SLEEP	ke	1	
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	SLEEP	ke	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	SLEEP	ke	1	
Jorá	Tupí-Guaraní	jor	jor	jora1240	-63.21	-15.75	SLEEP	ki		
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	SLEEP	ke	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	SLEEP	ke	1	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	SLEEP	ke	1	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	SLEEP	ke	1	
Xetá	Tupí-Guaraní	xet	xet	xeta1241	-52.2266	-24.9408	SLEEP	ke	1	
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	SLEEP	ke	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	SLEEP	tʃe	1	
Chiripá (Ñandeva / Avá-Guarani)	Tupí-Guaraní	nhd	nhd	chir1286	-55.05	-25.65	SLEEP	ke	1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	SLEEP	okɨrɨ	1	
Cocama-Cocamilla	nonTupían	cod	cod	coca1259	-74	-4.5	SLEEP	kɨrɨ	1	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	SLOTH	aʔi	1	
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	SLOTH	aona	5	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	SLOTH	aũnda	5	
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	SLOTH	awko		
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	SLOTH	aradita	6	
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	SLOTH	aj-atso	1	
Cinta-Larga	Mondé	cin	cin	cint1239	-60.8312	-10.5879	SLOTH	alía	7	
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	SLOTH	alia	7	
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	SLOTH	alirʔa	7	
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	SLOTH	alia	7	
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	SLOTH	arariaa	6	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	SLOTH	o(ʔ)i	1	
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	SLOTH	aõdaʔ / aʔi	/ 1	
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	SLOTH	susue	3	
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	SLOTH	irianã	4	
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	SLOTH	aj	1	
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	SLOTH	aj	1	
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	SLOTH	urjukere	8	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	SLOTH	oʔapewan	9	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	SLOTH	arikaʃo	2	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	SLOTH	arekatso	2	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	SLOTH	arekasu	2	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	SLOTH	aʔi	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	SLOTH	aʔɨ	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	SLOTH	ahi	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	SLOTH	ai(ʔ)	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	SLOTH	aʔi		
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	SLOTH	aʔɨ	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	SLOTH	aʔɨ	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	SLOTH	aʔɨhu	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	SLOTH	aʔɨ	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	SLOTH	aʔɨ	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	SLOTH	aʔɨ	1	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	SLOTH	aʔɨ	1	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	SLOTH	ateʔɨ		
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	SMALL	meruã		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	SMALL	sĩĩt / poanĩ	5	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	SMALL	nĩn		
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	SMALL	sin	5	
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	SMALL	tʃokin / tin		
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	SMALL	pek / sĩit	5	/ Diminutive
Cinta-Larga	Mondé	cin	cin	cint1239	-60.8312	-10.5879	SMALL	kipʃĩ / ĩpit		
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	SMALL	tʃítʃìt	5	
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	SMALL	-ãtsĩĩt		
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	SMALL	tʃitʃín	5	
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	SMALL	iʃín		
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	SMALL	ʔĩnã		
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	SMALL	sarajdʒi		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	SMALL	ʃiʃi	5	
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	SMALL	ʃiʃi	5	
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	SMALL	ĩt / pĩtma		
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	SMALL	pĩt		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	SMALL	hit	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	SMALL	matsũʔjɨt		
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	SMALL	pipi	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	SMALL	ʔi	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	SMALL	iaturuwewaʔe		
Tapirapé (Apyãwa)	Tupí-Guaraní	taf	taf	tapi1254	-50.5438	-10.5373	SMALL	ãhɨt		
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	SMALL	miri	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	SMALL	pitʃik	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	SMALL	siwi		
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	SMALL	tʃuʔĩ	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	SMALL	tʃuʔĩ	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	SMALL	tʃuʔĩ	1	
Jiahoi	Tupí-Guaraní	???	dia	diah1239	-62.27	-8.04	SMALL	tʃuʔĩ	1	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	SMALL	tʃuʔĩ	1	
Tupi do Machado (Wirafed) †	Tupí-Guaraní	###	wir	????	-61.358125	-12.523397	SMALL	taɨriieteú		
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	SMALL	ɨʔɨ	1	
Anambé of Ehrenreich †	Tupí-Guaraní	??#	ane	anam1251	-50.5	-4.5	SMALL	mirĩ	1	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	SMALL	mii	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	SMALL	sĩkãĩ	1	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	SMALL	mĩlĩ	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	SMALL	mi	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	SMALL	taʔɨpiatsã		
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	SMALL	miri	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	SMALL	mirĩ	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	SMALL	miri	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	SMALL	merin / miri(m)		
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	SMALL	rirĩ ĩ	1	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	SMALL	mini	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	SMALL	eɲetẽ / ejua		
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	SMALL	mɨnɨ	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	SMALL	mĩʃi	1	
Jorá	Tupí-Guaraní	jor	jor	jora1240	-63.21	-15.75	SMALL	didíntʃi		
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	SMALL	kɨrĩ	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	SMALL	miʃi	1	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	SMALL	mirĩ	1	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	SMALL	mirĩ	1	
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	SMALL	miʃĩ	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	SMALL	minʃi	1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	SMALL	tʃunani		
Cocama-Cocamilla	nonTupían	cod	cod	coca1259	-74	-4.5	SMALL	miri	1	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	SMOKE (n)	ʒakĩɲa		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	SMOKE (n)	niŋ	1	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	SMOKE (n)	niŋ	1	
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	SMOKE (n)	siŋ	1	
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	SMOKE (n)	utatniŋ	1	
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	SMOKE (n)	utatniin	1	
Cinta-Larga	Mondé	cin	cin	cint1239	-60.8312	-10.5879	SMOKE (n)	dik	1	
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	SMOKE (n)	(po-kãj-)dik	(8 9)1	
Mondé	Mondé	mnd	mnd	sala1273	-61.25	-12.0499	SMOKE (n)	ɲiŋ	1	
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	SMOKE (n)	ɲiikʔa / ŋĩk	1	
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	SMOKE (n)	po-kãj-nĩk	(8 9)1	
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	SMOKE (n)	mokajɲiŋ	1	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	SMOKE (n)	isoɲĩŋga	1	
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	SMOKE (n)	sominiŋa	1	
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	SMOKE (n)	ʃiã		
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	SMOKE (n)	aʃiʃíʔá		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	SMOKE (n)	daʃadiŋ	1	
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	SMOKE (n)	waniŋ	1	
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	SMOKE (n)	hiŋ	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	SMOKE (n)	tiŋ	1	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	SMOKE (n)	tatatʃin	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	SMOKE (n)	tatasiŋ	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	SMOKE (n)	tatatʃiŋ	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	SMOKE (n)	tatatiŋ	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	SMOKE (n)	tʃimorer	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	SMOKE (n)	tatasiŋ	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	SMOKE (n)	tatatĩŋã	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	SMOKE (n)	tatatĩŋã	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	SMOKE (n)	tatatĩŋã	1	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	SMOKE (n)	tatatĩŋã	1	
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	SMOKE (n)	atasiŋ	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	SMOKE (n)	tatatɨ̃	1	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	SMOKE (n)	tatatʃĩ	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	SMOKE (n)	tatatsiŋ	1	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	SMOKE (n)	tatasĩ	1	
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	SMOKE (n)	tatasiŋ	1	
Anambé	Tupí-Guaraní	aan	aan	anam1249	-49.303	-2.71119	SMOKE (n)	takanʃĩ	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	SMOKE (n)	tatatsiŋ	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	SMOKE (n)	mataβ / tatatʃiŋ*	1	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	SMOKE (n)	tatating	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	SMOKE (n)	tatatiŋ	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	SMOKE (n)	tatatiŋa	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	SMOKE (n)	tatatiŋa	1	
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	SMOKE (n)	tʃĩ	1	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	SMOKE (n)	atãtʃĩ	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	SMOKE (n)	ataʃĩ	1	
